method,learning_rate,value
momentum,0.126,nan
momentum,0.126,nan
momentum,0.126,nan
momentum,0.126,nan
momentum,0.126,nan
momentum,0.126,nan
momentum,0.126,nan
momentum,0.126,nan
momentum,0.126,nan
momentum,0.126,nan
momentum,0.126,nan
momentum,0.126,nan
momentum,0.126,nan
momentum,0.126,nan
momentum,0.126,nan
momentum,0.126,nan
momentum,0.126,nan
momentum,0.126,nan
momentum,0.126,nan
momentum,0.126,nan
momentum,0.126,nan
momentum,0.126,nan
momentum,0.126,nan
momentum,0.126,nan
momentum,0.126,nan
momentum,0.126,nan
momentum,0.126,nan
momentum,0.126,nan
momentum,0.126,nan
momentum,0.126,nan
momentum,0.126,nan
momentum,0.126,nan
momentum,0.126,nan
momentum,0.126,nan
momentum,0.126,nan
momentum,0.126,nan
momentum,0.184,nan
momentum,0.184,nan
momentum,0.184,nan
momentum,0.184,nan
momentum,0.184,nan
momentum,0.184,nan
momentum,0.184,nan
momentum,0.184,nan
momentum,0.184,nan
momentum,0.184,nan
momentum,0.184,nan
momentum,0.184,nan
momentum,0.184,nan
momentum,0.184,nan
momentum,0.184,nan
momentum,0.184,nan
momentum,0.184,nan
momentum,0.184,nan
momentum,0.184,nan
momentum,0.184,nan
momentum,0.184,nan
momentum,0.184,nan
momentum,0.184,nan
momentum,0.184,nan
momentum,0.184,nan
momentum,0.184,nan
momentum,0.184,nan
momentum,0.184,nan
momentum,0.184,nan
momentum,0.184,nan
momentum,0.184,nan
momentum,0.184,nan
momentum,0.184,nan
momentum,0.184,nan
momentum,0.184,nan
momentum,0.184,nan
momentum,0.184,nan
momentum,0.184,nan
momentum,0.184,nan
momentum,0.184,nan
momentum,0.184,nan
momentum,0.184,nan
momentum,0.184,nan
momentum,0.184,nan
momentum,0.184,nan
momentum,0.184,nan
momentum,0.184,nan
momentum,0.184,nan
momentum,0.242,nan
momentum,0.242,nan
momentum,0.242,nan
momentum,0.242,nan
momentum,0.242,nan
momentum,0.242,nan
momentum,0.242,nan
momentum,0.242,nan
momentum,0.242,nan
momentum,0.242,nan
momentum,0.242,nan
momentum,0.242,nan
momentum,0.242,nan
momentum,0.242,nan
momentum,0.242,nan
momentum,0.242,nan
momentum,0.242,nan
momentum,0.242,nan
momentum,0.242,nan
momentum,0.242,nan
momentum,0.242,nan
momentum,0.242,nan
momentum,0.242,nan
momentum,0.242,nan
momentum,0.242,nan
momentum,0.242,nan
momentum,0.242,nan
momentum,0.242,nan
momentum,0.242,nan
momentum,0.242,nan
momentum,0.242,nan
momentum,0.242,nan
momentum,0.242,nan
momentum,0.242,nan
momentum,0.242,nan
momentum,0.242,nan
momentum,0.242,nan
momentum,0.242,nan
momentum,0.242,nan
momentum,0.242,nan
momentum,0.242,nan
momentum,0.242,nan
momentum,0.242,nan
momentum,0.242,nan
momentum,0.242,nan
momentum,0.242,nan
momentum,0.242,nan
momentum,0.242,nan
momentum,0.3,nan
momentum,0.3,nan
momentum,0.3,nan
momentum,0.3,nan
momentum,0.3,nan
momentum,0.3,nan
momentum,0.3,nan
momentum,0.3,nan
momentum,0.3,nan
momentum,0.3,nan
momentum,0.3,nan
momentum,0.3,nan
momentum,0.3,nan
momentum,0.3,nan
momentum,0.3,nan
momentum,0.3,nan
momentum,0.3,nan
momentum,0.3,nan
momentum,0.3,nan
momentum,0.3,nan
momentum,0.3,nan
momentum,0.3,nan
momentum,0.3,nan
momentum,0.3,nan
momentum,0.3,nan
momentum,0.3,nan
momentum,0.3,nan
momentum,0.3,nan
momentum,0.3,nan
momentum,0.3,nan
momentum,0.3,nan
momentum,0.3,nan
momentum,0.3,nan
momentum,0.3,nan
momentum,0.3,nan
momentum,0.3,nan
momentum,0.3,nan
momentum,0.3,nan
momentum,0.3,nan
momentum,0.3,nan
momentum,0.3,nan
momentum,0.3,nan
momentum,0.3,nan
momentum,0.3,nan
momentum,0.3,nan
momentum,0.3,nan
momentum,0.3,nan
momentum,0.3,nan
adam,0.01,0.941385
adam,0.01,0.941003
adam,0.01,0.941002
adam,0.01,0.941002
adam,0.01,0.941002
adam,0.01,0.941002
adam,0.01,0.941002
adam,0.01,0.941002
adam,0.01,0.941002
adam,0.01,0.941002
adam,0.01,0.941002
adam,0.01,0.941002
adam,0.01,0.941002
adam,0.01,0.941002
adam,0.01,0.941002
adam,0.01,0.941002
adam,0.01,0.941002
adam,0.01,0.941002
adam,0.01,0.941002
adam,0.01,0.941002
adam,0.01,0.941002
adam,0.01,0.941002
adam,0.01,0.941002
adam,0.01,0.941002
adam,0.01,0.941002
adam,0.01,0.941002
adam,0.01,0.941002
adam,0.01,0.941002
adam,0.01,0.941002
adam,0.01,0.941002
adam,0.01,0.941002
adam,0.01,0.941002
adam,0.01,0.941002
adam,0.01,0.941002
adam,0.01,0.941002
adam,0.01,0.941002
adam,0.01,0.941002
adam,0.01,0.941002
adam,0.01,0.941002
adam,0.01,0.941002
adam,0.01,0.941002
adam,0.01,0.941002
adam,0.01,0.941002
adam,0.01,0.941002
adam,0.01,0.941002
adam,0.01,0.941002
adam,0.01,0.941002
adam,0.01,0.941002
adam,0.068,0.941003
adam,0.068,0.941002
adam,0.068,0.941002
adam,0.068,0.941002
adam,0.068,0.941002
adam,0.068,0.941002
adam,0.068,0.941002
adam,0.068,0.941002
adam,0.068,0.941002
adam,0.068,0.941002
adam,0.068,0.941002
adam,0.068,0.941002
adam,0.068,0.941002
adam,0.068,0.941002
adam,0.068,0.941003
adam,0.068,0.941002
adam,0.068,0.941002
adam,0.068,0.941002
adam,0.068,0.941018
adam,0.068,0.941015
adam,0.068,0.941004
adam,0.068,0.941002
adam,0.068,0.941002
adam,0.068,0.941002
adam,0.068,0.941002
adam,0.068,0.941002
adam,0.068,0.941002
adam,0.068,0.941002
adam,0.068,0.941002
adam,0.068,0.941003
adam,0.068,0.941003
adam,0.068,0.941003
adam,0.068,0.941005
adam,0.068,0.941002
adam,0.068,0.941002
adam,0.068,0.941004
adam,0.068,0.941003
adam,0.068,0.941002
adam,0.068,0.941002
adam,0.068,0.941004
adam,0.068,0.941005
adam,0.068,0.941003
adam,0.068,0.941004
adam,0.068,0.941004
adam,0.068,0.941006
adam,0.068,0.941008
adam,0.068,0.941003
adam,0.068,0.941002
adam,0.126,0.941004
adam,0.126,0.941002
adam,0.126,0.941002
adam,0.126,0.941002
adam,0.126,0.941002
adam,0.126,0.941002
adam,0.126,0.941002
adam,0.126,0.941002
adam,0.126,0.941002
adam,0.126,0.941002
adam,0.126,0.941002
adam,0.126,0.941002
adam,0.126,0.941004
adam,0.126,0.941003
adam,0.126,0.941006
adam,0.126,0.941002
adam,0.126,0.941003
adam,0.126,0.94102
adam,0.126,0.941008
adam,0.126,0.94102
adam,0.126,0.941033
adam,0.126,0.941011
adam,0.126,0.941002
adam,0.126,0.941002
adam,0.126,0.941014
adam,0.126,0.941002
adam,0.126,0.941002
adam,0.126,0.941027
adam,0.126,0.941027
adam,0.126,0.941005
adam,0.126,0.941056
adam,0.126,0.941048
adam,0.126,0.941009
adam,0.126,0.941044
adam,0.126,0.941054
adam,0.126,0.941028
adam,0.126,0.941026
adam,0.126,0.941014
adam,0.126,0.941035
adam,0.126,0.941078
adam,0.126,0.941007
adam,0.126,0.941003
adam,0.126,0.941003
adam,0.126,0.941008
adam,0.126,0.94111
adam,0.126,0.941103
adam,0.126,0.941053
adam,0.126,0.941041
adam,0.184,0.941007
adam,0.184,0.941002
adam,0.184,0.941002
adam,0.184,0.941002
adam,0.184,0.941002
adam,0.184,0.941002
adam,0.184,0.941002
adam,0.184,0.941002
adam,0.184,0.941002
adam,0.184,0.941002
adam,0.184,0.941002
adam,0.184,0.941002
adam,0.184,0.941002
adam,0.184,0.941004
adam,0.184,0.941048
adam,0.184,0.941007
adam,0.184,0.941005
adam,0.184,0.941014
adam,0.184,0.94101
adam,0.184,0.941082
adam,0.184,0.941098
adam,0.184,0.941002
adam,0.184,0.941002
adam,0.184,0.941002
adam,0.184,0.941002
adam,0.184,0.941003
adam,0.184,0.94101
adam,0.184,0.941005
adam,0.184,0.941023
adam,0.184,0.941029
adam,0.184,0.941013
adam,0.184,0.941073
adam,0.184,0.941068
adam,0.184,0.941065
adam,0.184,0.941035
adam,0.184,0.941002
adam,0.184,0.941005
adam,0.184,0.941163
adam,0.184,0.94101
adam,0.184,0.941006
adam,0.184,0.941134
adam,0.184,0.94108
adam,0.184,0.941003
adam,0.184,0.941061
adam,0.184,0.941086
adam,0.184,0.941043
adam,0.184,0.941085
adam,0.184,0.941031
adam,0.242,0.941012
adam,0.242,0.941002
adam,0.242,0.941002
adam,0.242,0.941002
adam,0.242,0.941002
adam,0.242,0.941002
adam,0.242,0.941002
adam,0.242,0.941002
adam,0.242,0.941002
adam,0.242,0.941002
adam,0.242,0.941002
adam,0.242,0.941002
adam,0.242,0.941002
adam,0.242,0.941002
adam,0.242,0.941003
adam,0.242,0.941002
adam,0.242,0.941002
adam,0.242,0.941004
adam,0.242,0.94107
adam,0.242,0.941108
adam,0.242,0.941156
adam,0.242,0.941004
adam,0.242,0.941002
adam,0.242,0.941002
adam,0.242,0.941002
adam,0.242,0.941002
adam,0.242,0.941002
adam,0.242,0.941002
adam,0.242,0.941002
adam,0.242,0.941018
adam,0.242,0.941012
adam,0.242,0.941003
adam,0.242,0.941002
adam,0.242,0.9411
adam,0.242,0.941005
adam,0.242,0.941002
adam,0.242,0.941012
adam,0.242,0.941003
adam,0.242,0.941002
adam,0.242,0.941008
adam,0.242,0.941004
adam,0.242,0.941002
adam,0.242,0.941016
adam,0.242,0.941018
adam,0.242,0.941003
adam,0.242,0.941024
adam,0.242,0.941015
adam,0.242,0.941003
adam,0.3,0.941019
adam,0.3,0.941002
adam,0.3,0.941002
adam,0.3,0.941002
adam,0.3,0.941002
adam,0.3,0.941002
adam,0.3,0.941002
adam,0.3,0.941002
adam,0.3,0.941002
adam,0.3,0.941002
adam,0.3,0.941002
adam,0.3,0.941002
adam,0.3,0.941002
adam,0.3,0.941002
adam,0.3,0.941002
adam,0.3,0.941002
adam,0.3,0.941003
adam,0.3,0.941003
adam,0.3,0.941026
adam,0.3,0.941405
adam,0.3,0.941754
adam,0.3,0.941011
adam,0.3,0.941002
adam,0.3,0.941002
adam,0.3,0.941002
adam,0.3,0.941002
adam,0.3,0.941002
adam,0.3,0.941002
adam,0.3,0.941002
adam,0.3,0.941003
adam,0.3,0.941002
adam,0.3,0.941003
adam,0.3,0.941329
adam,0.3,0.941038
adam,0.3,0.941014
adam,0.3,0.941095
adam,0.3,0.941004
adam,0.3,0.941002
adam,0.3,0.941055
adam,0.3,0.941024
adam,0.3,0.941013
adam,0.3,0.941072
adam,0.3,0.941052
adam,0.3,0.941004
adam,0.3,0.941015
adam,0.3,0.941074
adam,0.3,0.941005
adam,0.3,0.941022
adadelta,0.01,0.975643
adadelta,0.01,0.971473
adadelta,0.01,0.967875
adadelta,0.01,0.964775
adadelta,0.01,0.962117
adadelta,0.01,0.959857
adadelta,0.01,0.957964
adadelta,0.01,0.956405
adadelta,0.01,0.955144
adadelta,0.01,0.95414
adadelta,0.01,0.953359
adadelta,0.01,0.952763
adadelta,0.01,0.952313
adadelta,0.01,0.951968
adadelta,0.01,0.951689
adadelta,0.01,0.95144
adadelta,0.01,0.951197
adadelta,0.01,0.950953
adadelta,0.01,0.950709
adadelta,0.01,0.950466
adadelta,0.01,0.950222
adadelta,0.01,0.949979
adadelta,0.01,0.949737
adadelta,0.01,0.949497
adadelta,0.01,0.949258
adadelta,0.01,0.949021
adadelta,0.01,0.948785
adadelta,0.01,0.948552
adadelta,0.01,0.948322
adadelta,0.01,0.948094
adadelta,0.01,0.947869
adadelta,0.01,0.947646
adadelta,0.01,0.947428
adadelta,0.01,0.947212
adadelta,0.01,0.947
adadelta,0.01,0.946791
adadelta,0.01,0.946586
adadelta,0.01,0.946385
adadelta,0.01,0.946187
adadelta,0.01,0.945994
adadelta,0.01,0.945805
adadelta,0.01,0.945619
adadelta,0.01,0.945438
adadelta,0.01,0.945261
adadelta,0.01,0.945089
adadelta,0.01,0.944921
adadelta,0.01,0.944757
adadelta,0.01,0.944597
adadelta,0.068,0.960845
adadelta,0.068,0.954352
adadelta,0.068,0.951895
adadelta,0.068,0.950733
adadelta,0.068,0.94975
adadelta,0.068,0.948805
adadelta,0.068,0.947904
adadelta,0.068,0.947055
adadelta,0.068,0.946262
adadelta,0.068,0.945528
adadelta,0.068,0.944857
adadelta,0.068,0.944248
adadelta,0.068,0.943702
adadelta,0.068,0.943218
adadelta,0.068,0.942794
adadelta,0.068,0.942428
adadelta,0.068,0.942116
adadelta,0.068,0.941855
adadelta,0.068,0.941641
adadelta,0.068,0.941469
adadelta,0.068,0.941334
adadelta,0.068,0.941231
adadelta,0.068,0.941156
adadelta,0.068,0.941102
adadelta,0.068,0.941066
adadelta,0.068,0.941042
adadelta,0.068,0.941027
adadelta,0.068,0.941018
adadelta,0.068,0.941012
adadelta,0.068,0.941008
adadelta,0.068,0.941006
adadelta,0.068,0.941005
adadelta,0.068,0.941004
adadelta,0.068,0.941003
adadelta,0.068,0.941003
adadelta,0.068,0.941003
adadelta,0.068,0.941002
adadelta,0.068,0.941002
adadelta,0.068,0.941002
adadelta,0.068,0.941002
adadelta,0.068,0.941002
adadelta,0.068,0.941002
adadelta,0.068,0.941002
adadelta,0.068,0.941002
adadelta,0.068,0.941002
adadelta,0.068,0.941002
adadelta,0.068,0.941002
adadelta,0.068,0.941002
adadelta,0.126,0.955313
adadelta,0.126,0.951309
adadelta,0.126,0.949629
adadelta,0.126,0.948144
adadelta,0.126,0.946805
adadelta,0.126,0.94562
adadelta,0.126,0.944592
adadelta,0.126,0.94372
adadelta,0.126,0.942996
adadelta,0.126,0.942413
adadelta,0.126,0.941958
adadelta,0.126,0.941616
adadelta,0.126,0.941371
adadelta,0.126,0.941207
adadelta,0.126,0.941106
adadelta,0.126,0.94105
adadelta,0.126,0.941023
adadelta,0.126,0.941011
adadelta,0.126,0.941006
adadelta,0.126,0.941004
adadelta,0.126,0.941003
adadelta,0.126,0.941002
adadelta,0.126,0.941002
adadelta,0.126,0.941002
adadelta,0.126,0.941002
adadelta,0.126,0.941002
adadelta,0.126,0.941002
adadelta,0.126,0.941002
adadelta,0.126,0.941002
adadelta,0.126,0.941002
adadelta,0.126,0.941002
adadelta,0.126,0.941002
adadelta,0.126,0.941002
adadelta,0.126,0.941002
adadelta,0.126,0.941002
adadelta,0.126,0.941002
adadelta,0.126,0.941002
adadelta,0.126,0.941002
adadelta,0.126,0.941002
adadelta,0.126,0.941002
adadelta,0.126,0.941002
adadelta,0.126,0.941002
adadelta,0.126,0.941002
adadelta,0.126,0.941002
adadelta,0.126,0.941002
adadelta,0.126,0.941002
adadelta,0.126,0.941002
adadelta,0.126,0.941002
adadelta,0.184,0.952926
adadelta,0.184,0.949911
adadelta,0.184,0.947899
adadelta,0.184,0.946183
adadelta,0.184,0.944757
adadelta,0.184,0.943611
adadelta,0.184,0.942722
adadelta,0.184,0.942063
adadelta,0.184,0.941603
adadelta,0.184,0.941306
adadelta,0.184,0.941134
adadelta,0.184,0.94105
adadelta,0.184,0.941017
adadelta,0.184,0.941006
adadelta,0.184,0.941003
adadelta,0.184,0.941003
adadelta,0.184,0.941002
adadelta,0.184,0.941002
adadelta,0.184,0.941002
adadelta,0.184,0.941002
adadelta,0.184,0.941002
adadelta,0.184,0.941002
adadelta,0.184,0.941002
adadelta,0.184,0.941002
adadelta,0.184,0.941002
adadelta,0.184,0.941002
adadelta,0.184,0.941002
adadelta,0.184,0.941002
adadelta,0.184,0.941002
adadelta,0.184,0.941002
adadelta,0.184,0.941002
adadelta,0.184,0.941002
adadelta,0.184,0.941002
adadelta,0.184,0.941002
adadelta,0.184,0.941002
adadelta,0.184,0.941002
adadelta,0.184,0.941002
adadelta,0.184,0.941002
adadelta,0.184,0.941002
adadelta,0.184,0.941002
adadelta,0.184,0.941002
adadelta,0.184,0.941002
adadelta,0.184,0.941002
adadelta,0.184,0.941002
adadelta,0.184,0.941002
adadelta,0.184,0.941002
adadelta,0.184,0.941002
adadelta,0.184,0.941002
adadelta,0.242,0.951687
adadelta,0.242,0.948737
adadelta,0.242,0.946487
adadelta,0.242,0.944708
adadelta,0.242,0.943359
adadelta,0.242,0.942387
adadelta,0.242,0.941733
adadelta,0.242,0.941333
adadelta,0.242,0.941123
adadelta,0.242,0.941035
adadelta,0.242,0.941009
adadelta,0.242,0.941004
adadelta,0.242,0.941002
adadelta,0.242,0.941002
adadelta,0.242,0.941002
adadelta,0.242,0.941002
adadelta,0.242,0.941002
adadelta,0.242,0.941002
adadelta,0.242,0.941002
adadelta,0.242,0.941002
adadelta,0.242,0.941002
adadelta,0.242,0.941002
adadelta,0.242,0.941002
adadelta,0.242,0.941002
adadelta,0.242,0.941002
adadelta,0.242,0.941002
adadelta,0.242,0.941002
adadelta,0.242,0.941002
adadelta,0.242,0.941002
adadelta,0.242,0.941002
adadelta,0.242,0.941002
adadelta,0.242,0.941002
adadelta,0.242,0.941002
adadelta,0.242,0.941002
adadelta,0.242,0.941002
adadelta,0.242,0.941002
adadelta,0.242,0.941002
adadelta,0.242,0.941002
adadelta,0.242,0.941002
adadelta,0.242,0.941002
adadelta,0.242,0.941002
adadelta,0.242,0.941002
adadelta,0.242,0.941002
adadelta,0.242,0.941002
adadelta,0.242,0.941002
adadelta,0.242,0.941002
adadelta,0.242,0.941002
adadelta,0.242,0.941002
adadelta,0.3,0.95086
adadelta,0.3,0.947706
adadelta,0.3,0.945338
adadelta,0.3,0.943611
adadelta,0.3,0.942425
adadelta,0.3,0.941676
adadelta,0.3,0.941261
adadelta,0.3,0.941073
adadelta,0.3,0.941015
adadelta,0.3,0.941004
adadelta,0.3,0.941002
adadelta,0.3,0.941002
adadelta,0.3,0.941002
adadelta,0.3,0.941002
adadelta,0.3,0.941002
adadelta,0.3,0.941002
adadelta,0.3,0.941002
adadelta,0.3,0.941002
adadelta,0.3,0.941002
adadelta,0.3,0.941002
adadelta,0.3,0.941002
adadelta,0.3,0.941002
adadelta,0.3,0.941002
adadelta,0.3,0.941002
adadelta,0.3,0.941002
adadelta,0.3,0.941002
adadelta,0.3,0.941002
adadelta,0.3,0.941002
adadelta,0.3,0.941002
adadelta,0.3,0.941002
adadelta,0.3,0.941002
adadelta,0.3,0.941002
adadelta,0.3,0.941002
adadelta,0.3,0.941002
adadelta,0.3,0.941002
adadelta,0.3,0.941002
adadelta,0.3,0.941002
adadelta,0.3,0.941002
adadelta,0.3,0.941002
adadelta,0.3,0.941002
adadelta,0.3,0.941002
adadelta,0.3,0.941002
adadelta,0.3,0.941002
adadelta,0.3,0.941002
adadelta,0.3,0.941002
adadelta,0.3,0.941002
adadelta,0.3,0.941002
adadelta,0.3,0.941002
adagrad,0.01,0.952506
adagrad,0.01,0.950917
adagrad,0.01,0.949722
adagrad,0.01,0.948763
adagrad,0.01,0.947965
adagrad,0.01,0.947287
adagrad,0.01,0.9467
adagrad,0.01,0.946187
adagrad,0.01,0.945735
adagrad,0.01,0.945332
adagrad,0.01,0.944973
adagrad,0.01,0.944649
adagrad,0.01,0.944358
adagrad,0.01,0.944094
adagrad,0.01,0.943854
adagrad,0.01,0.943635
adagrad,0.01,0.943436
adagrad,0.01,0.943254
adagrad,0.01,0.943086
adagrad,0.01,0.942933
adagrad,0.01,0.942792
adagrad,0.01,0.942662
adagrad,0.01,0.942542
adagrad,0.01,0.942432
adagrad,0.01,0.94233
adagrad,0.01,0.942236
adagrad,0.01,0.942149
adagrad,0.01,0.942068
adagrad,0.01,0.941994
adagrad,0.01,0.941925
adagrad,0.01,0.94186
adagrad,0.01,0.941801
adagrad,0.01,0.941746
adagrad,0.01,0.941695
adagrad,0.01,0.941647
adagrad,0.01,0.941603
adagrad,0.01,0.941562
adagrad,0.01,0.941523
adagrad,0.01,0.941488
adagrad,0.01,0.941455
adagrad,0.01,0.941424
adagrad,0.01,0.941395
adagrad,0.01,0.941369
adagrad,0.01,0.941344
adagrad,0.01,0.941321
adagrad,0.01,0.941299
adagrad,0.01,0.941279
adagrad,0.01,0.941261
adagrad,0.068,0.944713
adagrad,0.068,0.942147
adagrad,0.068,0.941367
adagrad,0.068,0.941119
adagrad,0.068,0.94104
adagrad,0.068,0.941014
adagrad,0.068,0.941006
adagrad,0.068,0.941004
adagrad,0.068,0.941003
adagrad,0.068,0.941002
adagrad,0.068,0.941002
adagrad,0.068,0.941002
adagrad,0.068,0.941002
adagrad,0.068,0.941002
adagrad,0.068,0.941002
adagrad,0.068,0.941002
adagrad,0.068,0.941002
adagrad,0.068,0.941002
adagrad,0.068,0.941002
adagrad,0.068,0.941002
adagrad,0.068,0.941002
adagrad,0.068,0.941002
adagrad,0.068,0.941002
adagrad,0.068,0.941002
adagrad,0.068,0.941002
adagrad,0.068,0.941002
adagrad,0.068,0.941002
adagrad,0.068,0.941002
adagrad,0.068,0.941002
adagrad,0.068,0.941002
adagrad,0.068,0.941002
adagrad,0.068,0.941002
adagrad,0.068,0.941002
adagrad,0.068,0.941002
adagrad,0.068,0.941002
adagrad,0.068,0.941002
adagrad,0.068,0.941002
adagrad,0.068,0.941002
adagrad,0.068,0.941002
adagrad,0.068,0.941002
adagrad,0.068,0.941002
adagrad,0.068,0.941002
adagrad,0.068,0.941002
adagrad,0.068,0.941002
adagrad,0.068,0.941002
adagrad,0.068,0.941002
adagrad,0.068,0.941002
adagrad,0.068,0.941002
adagrad,0.126,0.942121
adagrad,0.126,0.941106
adagrad,0.126,0.941012
adagrad,0.126,0.941003
adagrad,0.126,0.941002
adagrad,0.126,0.941002
adagrad,0.126,0.941002
adagrad,0.126,0.941002
adagrad,0.126,0.941002
adagrad,0.126,0.941002
adagrad,0.126,0.941002
adagrad,0.126,0.941002
adagrad,0.126,0.941002
adagrad,0.126,0.941002
adagrad,0.126,0.941002
adagrad,0.126,0.941002
adagrad,0.126,0.941002
adagrad,0.126,0.941002
adagrad,0.126,0.941002
adagrad,0.126,0.941002
adagrad,0.126,0.941002
adagrad,0.126,0.941002
adagrad,0.126,0.941002
adagrad,0.126,0.941002
adagrad,0.126,0.941002
adagrad,0.126,0.941002
adagrad,0.126,0.941002
adagrad,0.126,0.941002
adagrad,0.126,0.941002
adagrad,0.126,0.941002
adagrad,0.126,0.941002
adagrad,0.126,0.941002
adagrad,0.126,0.941002
adagrad,0.126,0.941002
adagrad,0.126,0.941002
adagrad,0.126,0.941002
adagrad,0.126,0.941002
adagrad,0.126,0.941002
adagrad,0.126,0.941002
adagrad,0.126,0.941002
adagrad,0.126,0.941002
adagrad,0.126,0.941002
adagrad,0.126,0.941002
adagrad,0.126,0.941002
adagrad,0.126,0.941002
adagrad,0.126,0.941002
adagrad,0.126,0.941002
adagrad,0.126,0.941002
adagrad,0.184,0.941325
adagrad,0.184,0.941011
adagrad,0.184,0.941002
adagrad,0.184,0.941002
adagrad,0.184,0.941002
adagrad,0.184,0.941002
adagrad,0.184,0.941002
adagrad,0.184,0.941002
adagrad,0.184,0.941002
adagrad,0.184,0.941002
adagrad,0.184,0.941002
adagrad,0.184,0.941002
adagrad,0.184,0.941002
adagrad,0.184,0.941002
adagrad,0.184,0.941002
adagrad,0.184,0.941002
adagrad,0.184,0.941002
adagrad,0.184,0.941002
adagrad,0.184,0.941002
adagrad,0.184,0.941002
adagrad,0.184,0.941002
adagrad,0.184,0.941002
adagrad,0.184,0.941002
adagrad,0.184,0.941002
adagrad,0.184,0.941002
adagrad,0.184,0.941002
adagrad,0.184,0.941002
adagrad,0.184,0.941002
adagrad,0.184,0.941002
adagrad,0.184,0.941002
adagrad,0.184,0.941002
adagrad,0.184,0.941002
adagrad,0.184,0.941002
adagrad,0.184,0.941002
adagrad,0.184,0.941002
adagrad,0.184,0.941002
adagrad,0.184,0.941002
adagrad,0.184,0.941002
adagrad,0.184,0.941002
adagrad,0.184,0.941002
adagrad,0.184,0.941002
adagrad,0.184,0.941002
adagrad,0.184,0.941002
adagrad,0.184,0.941002
adagrad,0.184,0.941002
adagrad,0.184,0.941002
adagrad,0.184,0.941002
adagrad,0.184,0.941002
adagrad,0.242,0.941093
adagrad,0.242,0.941003
adagrad,0.242,0.941002
adagrad,0.242,0.941002
adagrad,0.242,0.941002
adagrad,0.242,0.941002
adagrad,0.242,0.941002
adagrad,0.242,0.941002
adagrad,0.242,0.941002
adagrad,0.242,0.941002
adagrad,0.242,0.941002
adagrad,0.242,0.941002
adagrad,0.242,0.941002
adagrad,0.242,0.941002
adagrad,0.242,0.941002
adagrad,0.242,0.941002
adagrad,0.242,0.941002
adagrad,0.242,0.941002
adagrad,0.242,0.941002
adagrad,0.242,0.941002
adagrad,0.242,0.941002
adagrad,0.242,0.941002
adagrad,0.242,0.941002
adagrad,0.242,0.941002
adagrad,0.242,0.941002
adagrad,0.242,0.941002
adagrad,0.242,0.941002
adagrad,0.242,0.941002
adagrad,0.242,0.941002
adagrad,0.242,0.941002
adagrad,0.242,0.941002
