METHOD,LR,VALUE
momentum,0.01,0.224299
momentum,0.01,0.224299
momentum,0.01,0.224299
momentum,0.01,0.224299
momentum,0.01,0.224299
momentum,0.01,0.224299
momentum,0.01,0.224299
momentum,0.01,0.224299
momentum,0.01,0.224299
momentum,0.01,0.224299
momentum,0.01,0.224299
momentum,0.01,0.224299
momentum,0.01,0.224299
momentum,0.01,0.224299
momentum,0.01,0.224299
momentum,0.01,0.224299
momentum,0.01,0.224299
momentum,0.01,0.224299
momentum,0.01,0.224299
momentum,0.01,0.224299
momentum,0.01,0.224299
momentum,0.01,0.224299
momentum,0.01,0.224299
momentum,0.01,0.224299
momentum,0.01,0.224299
momentum,0.01,0.224299
momentum,0.01,0.224299
momentum,0.01,0.224299
momentum,0.01,0.224299
momentum,0.01,0.224299
momentum,0.01,0.224299
momentum,0.01,0.224299
momentum,0.01,0.224299
momentum,0.01,0.224299
momentum,0.01,0.224299
momentum,0.01,0.224299
momentum,0.01,0.224299
momentum,0.01,0.224299
momentum,0.01,0.224299
momentum,0.01,0.224299
momentum,0.01,0.224299
momentum,0.01,0.224299
momentum,0.01,0.224299
momentum,0.01,0.224299
momentum,0.01,0.224299
momentum,0.01,0.224299
momentum,0.01,0.224299
momentum,0.01,0.224299
momentum,0.01,0.224299
momentum,0.01,0.224299
momentum,0.01,0.224299
momentum,0.01,0.224299
momentum,0.01,0.224299
momentum,0.01,0.224299
momentum,0.01,0.224299
momentum,0.01,0.224299
momentum,0.01,0.224299
momentum,0.01,0.224299
momentum,0.01,0.224299
momentum,0.01,0.224299
momentum,0.01,0.224299
momentum,0.01,0.224299
momentum,0.01,0.224299
momentum,0.01,0.224299
momentum,0.01,0.224299
momentum,0.01,0.224299
momentum,0.01,0.224299
momentum,0.01,0.224299
momentum,0.01,0.224299
momentum,0.01,0.224299
momentum,0.01,0.224299
momentum,0.01,0.224299
momentum,0.01,0.224299
momentum,0.01,0.224299
momentum,0.01,0.224299
momentum,0.01,0.224299
momentum,0.01,0.224299
momentum,0.01,0.224299
momentum,0.01,0.224299
momentum,0.01,0.224299
momentum,0.01,0.224299
momentum,0.01,0.224299
momentum,0.01,0.224299
momentum,0.01,0.224299
momentum,0.01,0.224299
momentum,0.01,0.224299
momentum,0.01,0.224299
momentum,0.01,0.224299
momentum,0.01,0.224299
momentum,0.01,0.224299
momentum,0.01,0.224299
momentum,0.01,0.224299
momentum,0.01,0.224299
momentum,0.01,0.224299
momentum,0.01,0.224299
momentum,0.01,0.224299
momentum,0.01,0.224299
momentum,0.01,0.224299
momentum,0.01,0.224299
momentum,0.01,0.224299
momentum,0.01,0.224299
momentum,0.01,0.224299
momentum,0.01,0.224299
momentum,0.01,0.224299
momentum,0.01,0.224299
momentum,0.01,0.224299
momentum,0.01,0.224299
momentum,0.01,0.224299
momentum,0.01,0.224299
momentum,0.01,0.224299
momentum,0.01,0.224299
momentum,0.01,0.224299
momentum,0.01,0.224299
momentum,0.01,0.224299
momentum,0.01,0.224299
momentum,0.01,0.224299
momentum,0.01,0.224299
momentum,0.01,0.224299
momentum,0.01,0.224299
momentum,0.01,0.224299
momentum,0.01,0.224299
momentum,0.01,0.224299
momentum,0.01,0.224299
momentum,0.0422222222222,0.225378
momentum,0.0422222222222,0.224325
momentum,0.0422222222222,0.224304
momentum,0.0422222222222,0.2243
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0422222222222,0.224299
momentum,0.0744444444444,0.224361
momentum,0.0744444444444,0.224303
momentum,0.0744444444444,0.2243
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.106666666667,0.22432
momentum,0.106666666667,0.2243
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.138888888889,0.224308
momentum,0.138888888889,0.224299
momentum,0.138888888889,0.224299
momentum,0.138888888889,0.224299
momentum,0.138888888889,0.224299
momentum,0.138888888889,0.224299
momentum,0.138888888889,0.224299
momentum,0.138888888889,0.224299
momentum,0.138888888889,0.224299
momentum,0.138888888889,0.224299
momentum,0.138888888889,0.224299
momentum,0.138888888889,0.224299
momentum,0.138888888889,0.224299
momentum,0.138888888889,0.224299
momentum,0.138888888889,0.224299
momentum,0.138888888889,0.224299
momentum,0.138888888889,0.224299
momentum,0.138888888889,0.224299
momentum,0.138888888889,0.224299
momentum,0.138888888889,0.224299
momentum,0.138888888889,0.224299
momentum,0.138888888889,0.224299
momentum,0.138888888889,0.224299
momentum,0.138888888889,0.224299
momentum,0.138888888889,0.224299
momentum,0.138888888889,0.224299
momentum,0.138888888889,0.224299
momentum,0.138888888889,0.224299
momentum,0.138888888889,0.224299
momentum,0.138888888889,0.224299
momentum,0.138888888889,0.224299
momentum,0.138888888889,0.224299
momentum,0.138888888889,0.224299
momentum,0.138888888889,0.224299
momentum,0.138888888889,0.224299
momentum,0.138888888889,0.224299
momentum,0.138888888889,0.224299
momentum,0.138888888889,0.224299
momentum,0.138888888889,0.224299
momentum,0.138888888889,0.224299
momentum,0.138888888889,0.224299
momentum,0.138888888889,0.224299
momentum,0.138888888889,0.224299
momentum,0.138888888889,0.224299
momentum,0.138888888889,0.224299
momentum,0.138888888889,0.224299
momentum,0.138888888889,0.224299
momentum,0.138888888889,0.224299
momentum,0.138888888889,0.224299
momentum,0.138888888889,0.224299
momentum,0.138888888889,0.224299
momentum,0.138888888889,0.224299
momentum,0.138888888889,0.224299
momentum,0.138888888889,0.224299
momentum,0.138888888889,0.224299
momentum,0.138888888889,0.224299
momentum,0.138888888889,0.224299
momentum,0.138888888889,0.224299
momentum,0.138888888889,0.224299
momentum,0.138888888889,0.224299
momentum,0.138888888889,0.224299
momentum,0.138888888889,0.224299
momentum,0.138888888889,0.224299
