method,learning_rate,value
momentum,0.01,0.394691
momentum,0.01,0.100696
momentum,0.01,0.0859355
momentum,0.01,0.0735675
momentum,0.01,0.0566538
momentum,0.01,0.0541836
momentum,0.01,0.0503965
momentum,0.01,0.0489358
momentum,0.01,0.0474097
momentum,0.01,0.0460469
momentum,0.01,0.0454236
momentum,0.01,0.045317
momentum,0.01,0.0450987
momentum,0.01,0.0447908
momentum,0.01,0.0447722
momentum,0.01,0.0447127
momentum,0.01,0.0446593
momentum,0.01,0.0446087
momentum,0.01,0.0445969
momentum,0.01,0.0445853
momentum,0.01,0.0445732
momentum,0.01,0.0445675
momentum,0.01,0.0445629
momentum,0.01,0.0445608
momentum,0.01,0.0445593
momentum,0.01,0.0445588
momentum,0.01,0.0445576
momentum,0.01,0.0445574
momentum,0.01,0.044557
momentum,0.01,0.0445569
momentum,0.01,0.0445567
momentum,0.01,0.0445566
momentum,0.01,0.0445565
momentum,0.01,0.0445565
momentum,0.01,0.0445564
momentum,0.01,0.0445564
momentum,0.01,0.0445564
momentum,0.01,0.0445564
momentum,0.01,0.0445564
momentum,0.01,0.0445564
momentum,0.01,0.0445564
momentum,0.01,0.0445564
momentum,0.01,0.0445564
momentum,0.01,0.0445564
momentum,0.01,0.0445564
momentum,0.01,0.0445564
momentum,0.01,0.0445564
momentum,0.01,0.0445564
momentum,0.01,0.0445564
momentum,0.01,0.0445564
momentum,0.01,0.0445564
momentum,0.01,0.0445564
momentum,0.01,0.0445564
momentum,0.01,0.0445564
momentum,0.01,0.0445564
momentum,0.01,0.0445564
momentum,0.01,0.0445564
momentum,0.01,0.0445564
momentum,0.01,0.0445564
momentum,0.01,0.0445564
momentum,0.01,0.0445564
momentum,0.01,0.0445564
momentum,0.01,0.0445564
momentum,0.01,0.0445564
momentum,0.01,0.0445564
momentum,0.01,0.0445564
momentum,0.01,0.0445564
momentum,0.01,0.0445564
momentum,0.01,0.0445564
momentum,0.01,0.0445564
momentum,0.01,0.0445564
momentum,0.01,0.0445564
momentum,0.01,0.0445564
momentum,0.01,0.0445564
momentum,0.01,0.0445564
momentum,0.01,0.0445564
momentum,0.01,0.0445564
momentum,0.01,0.0445564
momentum,0.01,0.0445564
momentum,0.01,0.0445564
momentum,0.01,0.0445564
momentum,0.01,0.0445564
momentum,0.01,0.0445564
momentum,0.01,0.0445564
momentum,0.01,0.0445564
momentum,0.01,0.0445564
momentum,0.01,0.0445564
momentum,0.01,0.0445564
momentum,0.01,0.0445564
momentum,0.01,0.0445564
momentum,0.01,0.0445564
momentum,0.01,0.0445564
momentum,0.01,0.0445564
momentum,0.01,0.0445564
momentum,0.01,0.0445564
momentum,0.01,0.0445564
momentum,0.01,0.0445564
momentum,0.01,0.0445564
momentum,0.01,0.0445564
momentum,0.0234034731932,0.394691
momentum,0.0234034731932,0.159877
momentum,0.0234034731932,0.0991766
momentum,0.0234034731932,0.0658921
momentum,0.0234034731932,0.0550615
momentum,0.0234034731932,0.0499488
momentum,0.0234034731932,0.047026
momentum,0.0234034731932,0.0456401
momentum,0.0234034731932,0.0450165
momentum,0.0234034731932,0.0447591
momentum,0.0234034731932,0.0446765
momentum,0.0234034731932,0.0446123
momentum,0.0234034731932,0.0445814
momentum,0.0234034731932,0.0445686
momentum,0.0234034731932,0.0445616
momentum,0.0234034731932,0.0445592
momentum,0.0234034731932,0.0445581
momentum,0.0234034731932,0.044557
momentum,0.0234034731932,0.0445567
momentum,0.0234034731932,0.0445566
momentum,0.0234034731932,0.0445565
momentum,0.0234034731932,0.0445564
