METHOD,LR,VALUE
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.0744444444444,0.224299
momentum,0.106666666667,0.224565
momentum,0.106666666667,0.224314
momentum,0.106666666667,0.2243
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.106666666667,0.224299
momentum,0.138888888889,0.22441
momentum,0.138888888889,0.224303
momentum,0.138888888889,0.224299
momentum,0.138888888889,0.224299
momentum,0.138888888889,0.224299
momentum,0.138888888889,0.224299
momentum,0.138888888889,0.224299
momentum,0.138888888889,0.224299
momentum,0.138888888889,0.224299
momentum,0.138888888889,0.224299
momentum,0.138888888889,0.224299
momentum,0.138888888889,0.224299
momentum,0.138888888889,0.224299
momentum,0.138888888889,0.224299
momentum,0.138888888889,0.224299
momentum,0.138888888889,0.224299
momentum,0.138888888889,0.224299
momentum,0.138888888889,0.224299
momentum,0.138888888889,0.224299
momentum,0.138888888889,0.224299
momentum,0.138888888889,0.224299
momentum,0.138888888889,0.224299
momentum,0.138888888889,0.224299
momentum,0.138888888889,0.224299
momentum,0.138888888889,0.224299
momentum,0.138888888889,0.224299
momentum,0.138888888889,0.224299
momentum,0.138888888889,0.224299
momentum,0.138888888889,0.224299
momentum,0.138888888889,0.224299
momentum,0.138888888889,0.224299
momentum,0.138888888889,0.224299
momentum,0.138888888889,0.224299
momentum,0.138888888889,0.224299
momentum,0.138888888889,0.224299
momentum,0.138888888889,0.224299
momentum,0.138888888889,0.224299
momentum,0.138888888889,0.224299
momentum,0.138888888889,0.224299
momentum,0.138888888889,0.224299
momentum,0.138888888889,0.224299
momentum,0.138888888889,0.224299
momentum,0.138888888889,0.224299
momentum,0.138888888889,0.224299
momentum,0.138888888889,0.224299
momentum,0.138888888889,0.224299
momentum,0.138888888889,0.224299
momentum,0.138888888889,0.224299
momentum,0.138888888889,0.224299
momentum,0.138888888889,0.224299
momentum,0.138888888889,0.224299
momentum,0.138888888889,0.224299
momentum,0.138888888889,0.224299
momentum,0.138888888889,0.224299
momentum,0.138888888889,0.224299
momentum,0.138888888889,0.224299
momentum,0.138888888889,0.224299
momentum,0.138888888889,0.224299
momentum,0.138888888889,0.224299
momentum,0.138888888889,0.224299
momentum,0.138888888889,0.224299
momentum,0.138888888889,0.224299
momentum,0.138888888889,0.224299
momentum,0.138888888889,0.224299
momentum,0.138888888889,0.224299
momentum,0.138888888889,0.224299
momentum,0.138888888889,0.224299
momentum,0.138888888889,0.224299
momentum,0.138888888889,0.224299
momentum,0.138888888889,0.224299
momentum,0.138888888889,0.224299
momentum,0.138888888889,0.224299
momentum,0.138888888889,0.224299
momentum,0.138888888889,0.224299
momentum,0.138888888889,0.224299
momentum,0.138888888889,0.224299
momentum,0.138888888889,0.224299
momentum,0.138888888889,0.224299
momentum,0.138888888889,0.224299
